gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,20,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,69.24,1367.21,1
Female,1,Yes,No,16,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,21.06,288.91,1
Male,0,No,No,36,Yes,Yes,TelOne ADSL,Month-to-month,No,Cash deposit,69.67,2555.34,1
Male,0,No,Yes,57,Yes,Yes,TelOne ADSL,Two year,No,ZIPIT,33.31,1896.36,0
Male,0,No,No,61,Yes,Yes,TelOne ADSL,Two year,No,Cash deposit,39.42,2388.15,0
Female,1,Yes,Yes,1,Yes,No,TelOne ADSL,Two year,Yes,EcoCash,35.9,85.66,0
Male,0,Yes,Yes,65,Yes,Yes,TelOne ADSL,One year,No,ZIPIT,42.56,2841.31,0
Female,0,Yes,No,72,Yes,Yes,Liquid Home,One year,Yes,OneMoney,50.55,3613.03,1
Female,0,Yes,Yes,23,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,56.68,1385.77,1
Female,0,No,Yes,37,Yes,No,ZOL Fibroniks,One year,Yes,ZIPIT,33.6,1204.11,1
Female,1,No,No,27,Yes,No,Liquid Home,Month-to-month,Yes,Cash deposit,39.6,1079.81,1
Male,1,Yes,No,34,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,21.6,777.48,1
Female,0,No,Yes,47,Yes,No,ZOL Fibroniks,One year,No,OneMoney,50.2,2187.33,0
Male,0,Yes,No,47,Yes,Yes,TelOne ADSL,Month-to-month,Yes,Cash deposit,42.79,1962.28,0
Male,0,No,Yes,34,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,24.01,794.86,1
Male,0,Yes,Yes,34,Yes,No,ZOL Fibroniks,One year,Yes,EcoCash,15.62,544.39,0
Male,0,No,No,35,Yes,Yes,ZOL Fibroniks,One year,Yes,OneMoney,40.89,1431.14,0
Male,0,No,No,29,Yes,Yes,Liquid Home,Month-to-month,Yes,Cash deposit,61.52,1660.52,1
Male,0,No,No,8,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,66.55,512.66,1
Male,1,No,No,27,No,No phone service,None,Month-to-month,No,EcoCash,14.72,318.93,1
Male,0,Yes,No,52,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,54.82,2819.45,1
Male,0,No,No,71,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,52.35,3699.22,1
Male,0,Yes,Yes,59,Yes,No,None,One year,No,EcoCash,62.93,3723.1,0
Female,0,Yes,No,62,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,46.56,2863.77,1
Male,0,No,No,57,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,31.98,1823.89,1
Male,0,No,Yes,36,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,52.15,1849.73,1
Male,0,No,No,49,Yes,Yes,ZOL Fibroniks,Two year,No,EcoCash,8.0,408.04,0
Male,0,Yes,No,61,Yes,No,ZOL Fibroniks,One year,Yes,Cash deposit,20.15,1163.31,0
Female,1,No,Yes,16,Yes,No,Econet Mobile,One year,No,Bank debit order,22.35,353.57,0
Female,1,Yes,Yes,10,Yes,No,Liquid Home,One year,No,OneMoney,25.89,201.11,0
Female,0,No,Yes,19,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,10.64,181.42,0
Female,0,No,Yes,38,Yes,No,Liquid Home,Month-to-month,No,OneMoney,27.84,1067.62,0
Male,0,No,No,57,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,28.03,1552.08,1
Female,0,No,Yes,32,No,No phone service,Econet Mobile,Month-to-month,Yes,Cash deposit,33.26,1057.14,0
Male,1,No,No,71,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,43.11,3042.24,0
Female,1,Yes,No,23,Yes,No,Econet Mobile,Two year,No,Bank debit order,15.48,458.0,0
Male,0,No,Yes,33,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,29.85,1001.78,0
Female,0,No,Yes,67,Yes,No,None,Month-to-month,Yes,Cash deposit,36.35,2459.51,0
Male,0,Yes,Yes,12,Yes,No,TelOne ADSL,Month-to-month,No,Bank debit order,8.0,51.28,0
Female,0,Yes,Yes,60,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,36.67,2073.81,0
Male,1,Yes,Yes,11,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,42.3,433.83,0
Female,0,No,Yes,66,Yes,Yes,Econet Mobile,Two year,Yes,OneMoney,51.64,3325.84,0
Female,0,No,No,23,Yes,No,Liquid Home,Month-to-month,No,EcoCash,14.24,337.35,0
Female,0,No,No,46,Yes,No,TelOne ADSL,One year,Yes,Bank debit order,35.27,1634.84,0
Male,0,Yes,Yes,51,Yes,No,TelOne ADSL,One year,No,EcoCash,60.32,3085.32,0
Male,0,Yes,Yes,27,Yes,Yes,ZOL Fibroniks,Month-to-month,No,Cash deposit,8.0,210.94,1
Female,1,No,No,40,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,37.88,1469.4,1
Male,0,Yes,Yes,55,Yes,No,Liquid Home,Month-to-month,Yes,Bank debit order,10.59,544.49,0
Male,0,Yes,No,63,Yes,Yes,TelOne ADSL,Two year,No,ZIPIT,30.27,1926.27,0
Male,0,Yes,Yes,7,Yes,Yes,Econet Mobile,One year,Yes,EcoCash,23.51,262.68,0
Male,0,Yes,No,36,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,44.74,1621.42,0
Male,0,Yes,Yes,62,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,32.69,2043.71,0
Male,0,No,Yes,40,Yes,Yes,Liquid Home,Month-to-month,No,OneMoney,15.02,694.46,0
Female,0,Yes,No,2,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,65.42,128.66,0
Female,0,Yes,Yes,9,Yes,Yes,ZOL Fibroniks,Month-to-month,No,Cash deposit,41.2,322.56,1
Male,0,No,No,59,No,No phone service,Econet Mobile,One year,No,OneMoney,55.76,3307.41,0
Male,0,No,Yes,30,Yes,Yes,Liquid Home,Two year,Yes,ZIPIT,18.29,630.27,0
Male,1,No,Yes,51,Yes,Yes,None,Two year,Yes,Bank debit order,30.92,1620.69,0
Female,0,No,Yes,65,Yes,Yes,ZOL Fibroniks,One year,No,OneMoney,55.98,3648.44,0
Male,0,No,No,6,No,No phone service,Econet Mobile,Two year,Yes,ZIPIT,24.5,50.54,0
Female,0,No,No,33,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,37.91,1173.6,1
Female,0,No,Yes,10,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,36.82,384.82,1
Female,0,Yes,No,61,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,8.0,470.35,0
Male,0,No,No,33,Yes,No,ZOL Fibroniks,One year,Yes,Bank debit order,36.76,1208.26,0
Female,0,Yes,Yes,63,Yes,No,Liquid Home,One year,Yes,ZIPIT,30.46,1967.67,0
Female,0,Yes,Yes,21,Yes,No,Liquid Home,Two year,No,Bank debit order,35.01,672.31,0
Female,0,Yes,Yes,10,Yes,Yes,Liquid Home,Month-to-month,No,EcoCash,25.05,219.24,0
Female,1,Yes,Yes,63,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,14.8,992.42,0
Female,0,Yes,No,44,No,No phone service,Liquid Home,Month-to-month,No,EcoCash,23.36,965.17,1
Male,1,No,Yes,14,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,28.52,457.34,1
Female,0,Yes,Yes,50,Yes,No,Liquid Home,One year,Yes,Bank debit order,48.92,2463.64,0
Female,0,Yes,No,30,Yes,Yes,Liquid Home,One year,Yes,EcoCash,27.92,831.3,0
Male,0,Yes,Yes,3,Yes,Yes,TelOne ADSL,Month-to-month,No,Bank debit order,39.98,127.27,0
Male,0,Yes,No,19,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,41.62,809.21,1
Female,0,No,No,54,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,28.26,1558.89,0
Male,0,Yes,Yes,9,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,55.49,397.57,0
Male,0,Yes,Yes,24,No,No phone service,ZOL Fibroniks,Month-to-month,No,EcoCash,31.25,813.33,1
Female,0,Yes,Yes,18,Yes,No,Liquid Home,Two year,Yes,ZIPIT,27.9,514.45,0
Female,0,Yes,No,53,Yes,No,TelOne ADSL,One year,No,Bank debit order,57.89,3125.76,0
Female,0,Yes,Yes,62,Yes,No,TelOne ADSL,One year,No,Bank debit order,40.47,2531.5,0
Male,0,Yes,No,57,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,8.0,565.17,1
Male,0,No,No,52,Yes,Yes,Liquid Home,Month-to-month,No,OneMoney,8.0,380.35,1
Female,0,No,Yes,6,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,66.68,480.93,1
Female,0,No,No,66,Yes,No,Liquid Home,Month-to-month,No,EcoCash,39.49,2563.24,0
Male,0,Yes,No,11,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,34.87,410.82,0
Male,0,Yes,Yes,29,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,8.0,285.09,0
Male,0,No,No,60,Yes,No,ZOL Fibroniks,Two year,Yes,EcoCash,35.37,2123.12,0
Female,0,Yes,Yes,17,Yes,No,Econet Mobile,Two year,Yes,Bank debit order,19.02,225.93,0
Male,0,No,No,15,Yes,Yes,Econet Mobile,Two year,No,ZIPIT,32.32,491.5,0
Female,0,No,No,1,No,No phone service,None,Month-to-month,Yes,ZIPIT,24.89,1.34,1
Male,0,Yes,Yes,26,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,OneMoney,32.79,897.67,0
Female,0,Yes,Yes,36,Yes,Yes,None,Month-to-month,Yes,EcoCash,41.48,1448.83,0
Male,0,No,Yes,34,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,44.71,1492.87,1
Female,0,No,Yes,2,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,36.82,39.98,1
Female,0,No,No,14,Yes,No,Liquid Home,Month-to-month,No,Bank debit order,39.92,543.26,1
Male,0,Yes,Yes,0,Yes,No,Liquid Home,Month-to-month,No,ZIPIT,8.0,12.26,1
Male,0,No,No,16,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,36.49,612.43,1
Female,0,Yes,Yes,44,Yes,Yes,ZOL Fibroniks,Month-to-month,No,ZIPIT,41.72,1860.36,0
Female,0,Yes,Yes,0,Yes,Yes,TelOne ADSL,Month-to-month,Yes,Bank debit order,36.57,0.0,0
Female,0,No,Yes,12,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,64.75,733.7,0
Female,1,No,Yes,39,Yes,No,TelOne ADSL,Two year,No,Cash deposit,33.24,1267.03,0
Female,0,Yes,No,40,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,14.16,548.91,0
Female,0,Yes,Yes,65,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,37.99,2426.04,0
Male,0,Yes,No,41,Yes,Yes,TelOne ADSL,Two year,Yes,Bank debit order,27.66,1096.57,0
Female,0,Yes,No,67,Yes,No,TelOne ADSL,Two year,No,EcoCash,8.0,600.86,0
Male,1,Yes,Yes,52,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,32.52,1706.45,1
Male,0,No,Yes,40,Yes,No,None,One year,No,OneMoney,64.56,2527.13,1
Male,0,Yes,Yes,27,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,31.36,866.71,0
Male,0,No,Yes,8,Yes,Yes,TelOne ADSL,One year,No,Bank debit order,57.5,439.4,0
Male,0,Yes,No,51,Yes,No,TelOne ADSL,Two year,Yes,EcoCash,50.92,2689.28,0
Female,0,Yes,Yes,68,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,80.6,5449.27,0
Male,0,Yes,Yes,26,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,46.17,1175.7,0
Male,1,Yes,Yes,25,Yes,Yes,Econet Mobile,Month-to-month,Yes,Bank debit order,39.38,969.69,1
Male,1,No,Yes,7,Yes,No,ZOL Fibroniks,One year,Yes,Bank debit order,39.61,222.03,0
Female,0,No,No,43,Yes,Yes,ZOL Fibroniks,Two year,No,EcoCash,43.01,1872.6,0
Female,1,No,No,22,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,33.32,735.36,0
Female,0,Yes,No,0,No,No phone service,None,Month-to-month,Yes,OneMoney,28.85,45.84,0
Male,0,No,Yes,0,Yes,No,Liquid Home,One year,No,Bank debit order,46.3,47.72,0
Female,1,No,Yes,24,Yes,Yes,Liquid Home,Month-to-month,Yes,ZIPIT,26.61,647.84,1
Female,0,Yes,Yes,33,Yes,No,ZOL Fibroniks,Month-to-month,No,Cash deposit,8.0,345.11,0
Male,0,No,No,33,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,14.41,503.02,1
Female,0,No,Yes,54,Yes,Yes,None,Month-to-month,Yes,OneMoney,67.64,3562.79,1
Male,0,No,Yes,38,Yes,No,TelOne ADSL,Month-to-month,No,ZIPIT,32.26,1241.49,0
Female,0,No,No,57,Yes,Yes,ZOL Fibroniks,One year,Yes,EcoCash,51.83,3012.63,0
Female,0,No,No,21,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,25.44,418.4,0
Male,0,Yes,Yes,16,Yes,Yes,None,Month-to-month,No,Bank debit order,54.01,806.0,0
Female,0,No,Yes,39,Yes,No,Econet Mobile,One year,Yes,Cash deposit,45.24,1794.41,0
Male,0,No,No,7,No,No phone service,TelOne ADSL,Month-to-month,Yes,EcoCash,73.84,565.43,1
Male,0,Yes,Yes,55,Yes,No,TelOne ADSL,One year,Yes,OneMoney,61.7,3402.14,1
Female,0,No,No,13,Yes,Yes,Econet Mobile,Two year,Yes,OneMoney,51.24,687.97,0
Female,0,No,Yes,66,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,27.4,1876.91,1
Female,0,Yes,No,71,Yes,Yes,TelOne ADSL,Two year,Yes,EcoCash,16.84,1169.94,0
Female,0,No,No,39,Yes,Yes,TelOne ADSL,Two year,Yes,EcoCash,35.48,1336.62,0
Male,0,No,Yes,22,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,38.34,830.89,0
Female,1,No,No,24,Yes,Yes,Liquid Home,One year,No,OneMoney,30.64,744.11,0
Female,0,No,Yes,31,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,50.69,1587.13,1
Female,0,Yes,Yes,34,Yes,No,Econet Mobile,One year,No,OneMoney,39.4,1378.21,0
Female,0,No,Yes,5,Yes,Yes,None,One year,No,EcoCash,37.96,273.08,0
Female,0,No,No,14,Yes,Yes,ZOL Fibroniks,Two year,Yes,Cash deposit,65.43,925.26,0
Female,0,No,Yes,57,Yes,No,Liquid Home,Month-to-month,No,ZIPIT,39.88,2210.55,0
Male,0,Yes,Yes,3,Yes,Yes,Econet Mobile,One year,Yes,OneMoney,13.61,2.25,0
Male,0,Yes,No,32,Yes,No,ZOL Fibroniks,Month-to-month,No,ZIPIT,56.43,1812.64,0
Male,1,No,No,63,Yes,Yes,Liquid Home,Two year,Yes,EcoCash,41.77,2704.21,1
Female,0,Yes,Yes,6,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,33.09,231.25,1
Female,0,Yes,Yes,67,Yes,No,Liquid Home,Month-to-month,No,EcoCash,20.79,1348.44,0
Male,0,No,Yes,34,Yes,Yes,TelOne ADSL,Two year,Yes,EcoCash,60.7,2031.25,0
Female,1,No,Yes,30,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,68.43,2038.26,1
Female,1,No,No,52,Yes,Yes,Econet Mobile,One year,Yes,EcoCash,25.9,1350.51,0
Male,0,No,No,56,Yes,No,ZOL Fibroniks,Month-to-month,No,ZIPIT,43.36,2414.55,1
Male,0,No,Yes,34,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,45.9,1516.88,1
Female,0,Yes,Yes,6,Yes,Yes,ZOL Fibroniks,Two year,Yes,EcoCash,8.0,10.38,0
Male,0,No,Yes,70,Yes,No,TelOne ADSL,Two year,Yes,EcoCash,37.21,2601.0,0
Female,0,No,Yes,0,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,8.0,18.48,0
Female,0,No,Yes,63,Yes,No,TelOne ADSL,One year,No,EcoCash,37.67,2324.59,0
Female,1,Yes,Yes,31,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,78.73,2456.7,0
Male,0,Yes,Yes,37,Yes,Yes,Econet Mobile,Two year,Yes,Bank debit order,11.92,531.8,0
Female,0,No,Yes,55,Yes,No,Econet Mobile,One year,Yes,EcoCash,71.77,3957.69,0
Male,0,No,No,68,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,69.97,4771.61,1
Male,0,No,No,10,Yes,No,Liquid Home,Month-to-month,Yes,Cash deposit,37.9,310.43,1
Male,0,No,Yes,59,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,47.27,2825.78,1
Male,0,No,Yes,48,Yes,Yes,Econet Mobile,Two year,No,EcoCash,32.9,1550.24,1
Male,0,Yes,No,26,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,29.95,832.23,0
Female,0,No,Yes,31,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,41.66,1381.54,1
Male,0,No,No,56,Yes,No,Econet Mobile,Month-to-month,No,ZIPIT,24.05,1312.95,0
Female,0,Yes,Yes,10,Yes,No,ZOL Fibroniks,One year,Yes,EcoCash,46.52,432.88,0
Male,0,Yes,No,36,Yes,Yes,Liquid Home,One year,Yes,EcoCash,38.75,1421.65,0
Male,0,No,Yes,52,Yes,Yes,Liquid Home,Month-to-month,Yes,Bank debit order,18.79,913.56,0
Female,1,No,No,39,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,50.77,1984.99,0
Female,1,Yes,Yes,32,Yes,Yes,Econet Mobile,Month-to-month,No,EcoCash,51.24,1625.22,0
Female,0,Yes,No,38,Yes,No,Econet Mobile,Month-to-month,No,Bank debit order,58.21,2207.96,0
Female,0,Yes,No,37,No,No phone service,TelOne ADSL,Two year,Yes,OneMoney,29.37,985.68,0
Male,0,No,Yes,58,Yes,No,TelOne ADSL,Two year,Yes,Cash deposit,56.52,3303.5,0
Male,0,No,No,59,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,77.0,4665.88,1
Female,0,Yes,Yes,67,Yes,Yes,Liquid Home,Month-to-month,No,EcoCash,38.53,2560.79,0
Female,0,No,Yes,5,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,40.14,128.73,1
Male,0,Yes,Yes,23,Yes,Yes,Liquid Home,One year,Yes,ZIPIT,50.22,1195.05,1
Male,0,Yes,No,64,No,No phone service,Econet Mobile,One year,Yes,Bank debit order,8.0,468.57,0
Female,0,Yes,No,46,Yes,Yes,TelOne ADSL,Month-to-month,No,Bank debit order,13.41,618.38,0
Female,0,No,Yes,27,Yes,Yes,Liquid Home,Month-to-month,Yes,ZIPIT,28.09,722.95,0
Male,0,No,No,45,Yes,Yes,Liquid Home,Month-to-month,Yes,ZIPIT,31.86,1362.25,0
Male,0,Yes,No,33,Yes,Yes,Econet Mobile,Month-to-month,No,EcoCash,40.02,1336.19,0
Female,0,No,No,64,Yes,Yes,ZOL Fibroniks,Two year,No,EcoCash,42.81,2705.35,0
Male,0,No,Yes,40,Yes,Yes,Econet Mobile,Month-to-month,No,EcoCash,13.29,451.66,0
Male,0,No,Yes,32,Yes,No,ZOL Fibroniks,One year,Yes,OneMoney,58.74,1894.3,0
Male,0,No,Yes,45,No,No phone service,ZOL Fibroniks,Two year,Yes,Bank debit order,44.0,2123.61,1
Female,1,No,Yes,13,Yes,Yes,Econet Mobile,Month-to-month,Yes,ZIPIT,39.08,558.9,1
Male,0,Yes,Yes,56,Yes,Yes,Liquid Home,Month-to-month,No,EcoCash,46.83,2620.55,1
Male,1,Yes,No,14,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,26.92,528.54,0
Male,0,No,No,1,Yes,Yes,Liquid Home,One year,Yes,OneMoney,33.71,0.0,0
Female,0,No,No,3,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,18.51,84.29,0
Male,0,No,Yes,4,Yes,No,TelOne ADSL,Two year,Yes,Bank debit order,8.0,123.62,0
Male,0,No,Yes,7,Yes,No,TelOne ADSL,One year,Yes,ZIPIT,33.75,185.33,1
Male,0,No,No,3,Yes,No,ZOL Fibroniks,One year,No,EcoCash,69.04,222.2,0
Female,1,No,Yes,21,Yes,No,Econet Mobile,One year,No,EcoCash,27.76,551.44,1
Female,0,No,No,70,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,9.98,681.63,0
Female,0,Yes,Yes,7,Yes,Yes,Econet Mobile,One year,No,EcoCash,48.17,357.7,0
Male,0,No,Yes,49,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,29.38,1351.39,0
Female,0,No,No,63,Yes,No,None,Month-to-month,Yes,EcoCash,45.87,2839.49,0
Male,0,Yes,No,59,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,49.89,2945.42,0
Female,0,Yes,Yes,26,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,28.88,663.14,1
Male,0,No,No,3,Yes,No,None,Month-to-month,Yes,EcoCash,45.47,118.0,1
Female,0,No,Yes,26,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,37.36,895.28,0
Female,0,Yes,Yes,43,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,8.0,270.79,0
Male,0,Yes,Yes,55,Yes,No,ZOL Fibroniks,Two year,No,OneMoney,28.56,1616.87,0
Female,0,Yes,No,10,Yes,No,Econet Mobile,Month-to-month,Yes,ZIPIT,23.06,235.56,1
Male,0,Yes,No,21,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,10.85,216.95,0
Male,0,No,Yes,43,Yes,Yes,None,Month-to-month,No,Bank debit order,22.75,956.22,0
Male,0,No,No,52,Yes,Yes,Econet Mobile,Month-to-month,Yes,OneMoney,50.08,2619.88,0
Female,0,No,No,22,Yes,Yes,ZOL Fibroniks,Two year,No,ZIPIT,38.25,817.6,0
Male,0,Yes,Yes,60,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,8.0,442.32,0
Female,0,Yes,Yes,58,Yes,No,Liquid Home,Month-to-month,Yes,Bank debit order,18.0,1096.31,1
Female,0,Yes,Yes,26,Yes,Yes,TelOne ADSL,Month-to-month,No,OneMoney,38.27,964.22,0
Female,0,No,Yes,39,No,No phone service,TelOne ADSL,Month-to-month,Yes,ZIPIT,37.95,1547.1,0
Female,0,No,No,34,Yes,No,ZOL Fibroniks,One year,Yes,OneMoney,32.23,1068.08,1
Male,0,Yes,No,48,Yes,No,ZOL Fibroniks,Month-to-month,No,Cash deposit,51.56,2512.4,1
Female,0,No,Yes,23,Yes,No,Liquid Home,One year,Yes,ZIPIT,44.64,1039.55,0
Male,0,Yes,Yes,24,Yes,Yes,Econet Mobile,Month-to-month,No,Cash deposit,27.72,693.37,0
Female,0,Yes,Yes,30,Yes,Yes,Liquid Home,One year,No,EcoCash,25.84,789.69,0
Male,0,No,Yes,15,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,OneMoney,34.37,551.23,1
Female,1,Yes,Yes,42,Yes,Yes,TelOne ADSL,Month-to-month,Yes,OneMoney,8.0,408.74,0
Female,0,No,Yes,69,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,43.26,2940.91,0
Female,0,Yes,Yes,25,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,15.38,458.94,0
Male,0,No,Yes,62,Yes,No,Econet Mobile,Month-to-month,Yes,Cash deposit,59.77,3690.85,1
Female,0,Yes,Yes,33,Yes,No,ZOL Fibroniks,One year,Yes,EcoCash,8.0,173.42,0
Male,0,Yes,Yes,12,Yes,Yes,Econet Mobile,Two year,No,OneMoney,44.65,569.99,0
Male,0,Yes,Yes,36,Yes,No,TelOne ADSL,Month-to-month,Yes,OneMoney,8.0,329.47,1
Male,0,No,Yes,36,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,OneMoney,26.38,974.8,0
Female,0,No,Yes,1,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,45.12,28.16,1
Female,0,No,Yes,34,No,No phone service,ZOL Fibroniks,Two year,No,Cash deposit,54.51,1806.4,1
Female,0,Yes,No,11,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,53.61,563.24,1
Male,0,Yes,Yes,57,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,50.37,2879.4,1
Male,0,Yes,No,39,No,No phone service,None,Two year,Yes,EcoCash,52.37,2028.68,0
Female,0,No,Yes,22,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,53.89,1133.36,0
Male,0,Yes,Yes,0,Yes,Yes,None,One year,Yes,OneMoney,27.81,14.83,1
Male,0,Yes,Yes,41,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,31.01,1229.83,0
Female,1,No,No,51,Yes,No,TelOne ADSL,One year,Yes,EcoCash,50.05,2518.96,0
Male,1,No,No,30,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,57.57,1763.5,0
Female,0,Yes,Yes,66,Yes,Yes,Econet Mobile,Two year,Yes,EcoCash,34.96,2247.93,0
Female,0,Yes,Yes,14,Yes,No,None,Month-to-month,Yes,Cash deposit,27.98,408.16,0
Female,0,Yes,No,55,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,27.37,1478.3,0
Female,0,No,Yes,36,Yes,Yes,Liquid Home,One year,No,EcoCash,22.65,828.91,0
Female,0,Yes,Yes,22,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,46.0,965.71,1
Female,1,No,No,21,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,57.94,1205.67,1
Male,0,Yes,Yes,32,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,46.27,1437.59,1
Male,0,No,No,5,Yes,No,Econet Mobile,Month-to-month,Yes,ZIPIT,37.21,200.55,1
Male,0,No,Yes,47,Yes,Yes,ZOL Fibroniks,Two year,No,OneMoney,72.06,3295.37,0
Female,0,Yes,Yes,29,Yes,No,Econet Mobile,One year,Yes,Cash deposit,37.66,1087.22,0
Female,1,Yes,No,49,Yes,No,Econet Mobile,Month-to-month,No,OneMoney,62.65,3003.57,0
Male,0,Yes,Yes,37,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,18.23,641.46,0
Female,0,No,Yes,71,Yes,Yes,Liquid Home,Month-to-month,No,Cash deposit,41.76,2947.75,1
Male,1,No,Yes,6,Yes,No,TelOne ADSL,Two year,Yes,Cash deposit,20.19,156.43,0
Female,0,No,Yes,35,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,21.31,660.89,1
Female,0,Yes,Yes,39,Yes,Yes,Liquid Home,Month-to-month,Yes,Bank debit order,23.35,816.48,0
Female,0,Yes,Yes,18,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,39.1,759.27,1
Male,0,No,Yes,49,Yes,Yes,ZOL Fibroniks,One year,No,OneMoney,29.65,1434.97,0
Male,0,No,Yes,26,Yes,No,TelOne ADSL,One year,No,Cash deposit,8.0,120.21,1
Female,0,No,No,55,Yes,Yes,ZOL Fibroniks,One year,Yes,ZIPIT,30.15,1636.56,1
